time,type,measurementId,measurementValue
2023-10-30T00:12:01Z,UV Index,4190,0
2023-10-30T00:12:01Z,Wind Direction Sensor,4104,126
2023-10-30T00:12:01Z,Wind Speed,4105,0
2023-10-29T23:56:54Z,Air Humidity,4098,99
2023-10-29T23:56:54Z,Air Temperature,4097,11.7
2023-10-29T23:56:54Z,Barometric Pressure,4101,101010
2023-10-29T23:56:54Z,Light Intensity,4099,0
2023-10-29T23:56:54Z,Rain Gauge,4113,0
2023-10-29T23:56:54Z,UV Index,4190,0
2023-10-29T23:56:54Z,Wind Direction Sensor,4104,126
2023-10-29T23:56:54Z,Wind Speed,4105,0
2023-10-29T23:41:48Z,Air Humidity,4098,99
2023-10-29T23:41:48Z,Air Temperature,4097,11.7
2023-10-29T23:41:48Z,Barometric Pressure,4101,101000
2023-10-29T23:41:48Z,Light Intensity,4099,0
2023-10-29T23:41:48Z,Rain Gauge,4113,0
2023-10-29T23:41:48Z,UV Index,4190,0
2023-10-29T23:41:48Z,Wind Direction Sensor,4104,126
2023-10-29T23:41:48Z,Wind Speed,4105,0
2023-10-29T23:26:42Z,Air Humidity,4098,99
2023-10-29T23:26:42Z,Air Temperature,4097,11.5
2023-10-29T23:26:42Z,Barometric Pressure,4101,101000
2023-10-29T23:26:42Z,Light Intensity,4099,0
2023-10-29T23:26:42Z,Rain Gauge,4113,0
2023-10-29T23:26:42Z,UV Index,4190,0
2023-10-29T23:26:42Z,Wind Direction Sensor,4104,126
2023-10-29T23:26:42Z,Wind Speed,4105,0
2023-10-29T23:11:36Z,Air Humidity,4098,99
2023-10-29T23:11:36Z,Air Temperature,4097,11.6
2023-10-29T23:11:36Z,Barometric Pressure,4101,101010
2023-10-29T23:11:36Z,Light Intensity,4099,0
2023-10-29T23:11:36Z,Rain Gauge,4113,0
2023-10-29T23:11:36Z,UV Index,4190,0
2023-10-29T23:11:36Z,Wind Direction Sensor,4104,126
2023-10-29T23:11:36Z,Wind Speed,4105,0
2023-10-29T22:56:29Z,Air Humidity,4098,99
2023-10-29T22:56:29Z,Air Temperature,4097,11.7
2023-10-29T22:56:29Z,Barometric Pressure,4101,101040
2023-10-29T22:56:29Z,Light Intensity,4099,0
2023-10-29T22:56:29Z,Rain Gauge,4113,0
2023-10-29T22:56:29Z,UV Index,4190,0
2023-10-29T22:56:29Z,Wind Direction Sensor,4104,126
2023-10-29T22:56:29Z,Wind Speed,4105,0
2023-10-29T22:41:23Z,Air Humidity,4098,99
2023-10-29T22:41:23Z,Air Temperature,4097,11.6
2023-10-29T22:41:23Z,Barometric Pressure,4101,101050
2023-10-29T22:41:23Z,Light Intensity,4099,0
2023-10-29T22:41:23Z,Rain Gauge,4113,0
2023-10-29T22:41:23Z,UV Index,4190,0
2023-10-29T22:41:23Z,Wind Direction Sensor,4104,126
2023-10-29T22:41:23Z,Wind Speed,4105,0
2023-10-29T22:26:16Z,Air Humidity,4098,99
2023-10-29T22:26:16Z,Air Temperature,4097,11.9
2023-10-29T22:26:16Z,Barometric Pressure,4101,101030
2023-10-29T22:26:16Z,Light Intensity,4099,0
2023-10-29T22:26:16Z,Rain Gauge,4113,0
2023-10-29T22:26:16Z,UV Index,4190,0
2023-10-29T22:26:16Z,Wind Direction Sensor,4104,126
2023-10-29T22:26:16Z,Wind Speed,4105,0
2023-10-29T22:11:10Z,Air Humidity,4098,99
2023-10-29T22:11:10Z,Air Temperature,4097,11.8
2023-10-29T22:11:10Z,Barometric Pressure,4101,101020
2023-10-29T22:11:10Z,Light Intensity,4099,0
2023-10-29T22:11:10Z,Rain Gauge,4113,0
2023-10-29T22:11:10Z,UV Index,4190,0
2023-10-29T22:11:10Z,Wind Direction Sensor,4104,126
2023-10-29T22:11:10Z,Wind Speed,4105,0
2023-10-29T21:56:04Z,Air Humidity,4098,99
2023-10-29T21:56:04Z,Air Temperature,4097,12
2023-10-29T21:56:04Z,Barometric Pressure,4101,101030
2023-10-29T21:56:04Z,Light Intensity,4099,0
2023-10-29T21:56:04Z,Rain Gauge,4113,0
2023-10-29T21:56:04Z,UV Index,4190,0
2023-10-29T21:56:04Z,Wind Direction Sensor,4104,126
2023-10-29T21:56:04Z,Wind Speed,4105,0
2023-10-29T21:40:57Z,Air Humidity,4098,99
2023-10-29T21:40:57Z,Air Temperature,4097,12.3
2023-10-29T21:40:57Z,Barometric Pressure,4101,101040
2023-10-29T21:40:57Z,Light Intensity,4099,0
2023-10-29T21:40:57Z,Rain Gauge,4113,0
2023-10-29T21:40:57Z,UV Index,4190,0
2023-10-29T21:40:57Z,Wind Direction Sensor,4104,126
2023-10-29T21:40:57Z,Wind Speed,4105,0
2023-10-29T21:25:51Z,Air Humidity,4098,99
2023-10-29T21:25:51Z,Air Temperature,4097,12.3
2023-10-29T21:25:51Z,Barometric Pressure,4101,101040
2023-10-29T21:25:51Z,Light Intensity,4099,0
2023-10-29T21:25:51Z,Rain Gauge,4113,0
2023-10-29T21:25:51Z,UV Index,4190,0
2023-10-29T21:25:51Z,Wind Direction Sensor,4104,126
2023-10-29T21:25:51Z,Wind Speed,4105,0
2023-10-29T21:10:45Z,Air Humidity,4098,99
2023-10-29T21:10:45Z,Air Temperature,4097,12.4
2023-10-29T21:10:45Z,Barometric Pressure,4101,101040
2023-10-29T21:10:45Z,Light Intensity,4099,0
2023-10-29T21:10:45Z,Rain Gauge,4113,0
2023-10-29T21:10:45Z,UV Index,4190,0
2023-10-29T21:10:45Z,Wind Direction Sensor,4104,126
2023-10-29T21:10:45Z,Wind Speed,4105,0
2023-10-29T21:10:30Z,Air Humidity,4098,99
2023-10-29T21:10:30Z,Air Temperature,4097,12.4
2023-10-29T21:10:30Z,Barometric Pressure,4101,101040
2023-10-29T21:10:30Z,Light Intensity,4099,0
2023-10-29T21:10:30Z,Rain Gauge,4113,0
2023-10-29T21:10:30Z,UV Index,4190,0
2023-10-29T21:10:30Z,Wind Direction Sensor,4104,126
2023-10-29T21:10:30Z,Wind Speed,4105,0
2023-10-29T20:55:23Z,Air Humidity,4098,99
2023-10-29T20:55:23Z,Air Temperature,4097,12.3
2023-10-29T20:55:23Z,Barometric Pressure,4101,101020
2023-10-29T20:55:23Z,Light Intensity,4099,0
2023-10-29T20:55:23Z,Rain Gauge,4113,0
2023-10-29T20:55:23Z,UV Index,4190,0
2023-10-29T20:55:23Z,Wind Direction Sensor,4104,126
2023-10-29T20:55:23Z,Wind Speed,4105,0
2023-10-29T20:40:17Z,Air Humidity,4098,99
2023-10-29T20:40:17Z,Air Temperature,4097,12.6
2023-10-29T20:40:17Z,Barometric Pressure,4101,101040
2023-10-29T20:40:17Z,Light Intensity,4099,0
2023-10-29T20:40:17Z,Rain Gauge,4113,0
2023-10-29T20:40:17Z,UV Index,4190,0
2023-10-29T20:40:17Z,Wind Direction Sensor,4104,126
2023-10-29T20:40:17Z,Wind Speed,4105,0
2023-10-29T20:25:11Z,Air Humidity,4098,99
2023-10-29T20:25:11Z,Air Temperature,4097,12.5
2023-10-29T20:25:11Z,Barometric Pressure,4101,101040
2023-10-29T20:25:11Z,Light Intensity,4099,0
2023-10-29T20:25:11Z,Rain Gauge,4113,0
2023-10-29T20:25:11Z,UV Index,4190,0
2023-10-29T20:25:11Z,Wind Direction Sensor,4104,126
2023-10-29T20:25:11Z,Wind Speed,4105,0
2023-10-29T20:10:04Z,Air Humidity,4098,99
2023-10-29T20:10:04Z,Air Temperature,4097,12.5
2023-10-29T20:10:04Z,Barometric Pressure,4101,101030
2023-10-29T20:10:04Z,Light Intensity,4099,0
2023-10-29T20:10:04Z,Rain Gauge,4113,0
2023-10-29T20:10:04Z,UV Index,4190,0
2023-10-29T20:10:04Z,Wind Direction Sensor,4104,126
2023-10-29T20:10:04Z,Wind Speed,4105,0
2023-10-29T19:54:58Z,Air Humidity,4098,99
2023-10-29T19:54:58Z,Air Temperature,4097,12.8
2023-10-29T19:54:58Z,Barometric Pressure,4101,101040
2023-10-29T19:54:58Z,Light Intensity,4099,0
2023-10-29T19:54:58Z,Rain Gauge,4113,0
2023-10-29T19:54:58Z,UV Index,4190,0
2023-10-29T19:54:58Z,Wind Direction Sensor,4104,126
2023-10-29T19:54:58Z,Wind Speed,4105,0
2023-10-29T19:39:52Z,Air Humidity,4098,99
2023-10-29T19:39:52Z,Air Temperature,4097,13
2023-10-29T19:39:52Z,Barometric Pressure,4101,101030
2023-10-29T19:39:52Z,Light Intensity,4099,0
2023-10-29T19:39:52Z,Rain Gauge,4113,0
2023-10-29T19:39:52Z,UV Index,4190,0
2023-10-29T19:39:52Z,Wind Direction Sensor,4104,126
2023-10-29T19:39:52Z,Wind Speed,4105,0
2023-10-29T19:24:46Z,Air Humidity,4098,99
2023-10-29T19:24:46Z,Air Temperature,4097,13.3
2023-10-29T19:24:46Z,Barometric Pressure,4101,101020
2023-10-29T19:24:46Z,Light Intensity,4099,0
2023-10-29T19:24:46Z,Rain Gauge,4113,0
2023-10-29T19:24:46Z,UV Index,4190,0
2023-10-29T19:24:46Z,Wind Direction Sensor,4104,126
2023-10-29T19:24:46Z,Wind Speed,4105,0
2023-10-29T19:09:39Z,Air Humidity,4098,99
2023-10-29T19:09:39Z,Air Temperature,4097,13.5
2023-10-29T19:09:39Z,Barometric Pressure,4101,101020
2023-10-29T19:09:39Z,Light Intensity,4099,0
2023-10-29T19:09:39Z,Rain Gauge,4113,0
2023-10-29T19:09:39Z,UV Index,4190,0
2023-10-29T19:09:39Z,Wind Direction Sensor,4104,126
2023-10-29T19:09:39Z,Wind Speed,4105,0
2023-10-29T18:54:33Z,Air Humidity,4098,99
2023-10-29T18:54:33Z,Air Temperature,4097,13.5
2023-10-29T18:54:33Z,Barometric Pressure,4101,101020
2023-10-29T18:54:33Z,Light Intensity,4099,0
2023-10-29T18:54:33Z,Rain Gauge,4113,0
2023-10-29T18:54:33Z,UV Index,4190,0
2023-10-29T18:54:33Z,Wind Direction Sensor,4104,126
2023-10-29T18:54:33Z,Wind Speed,4105,0
2023-10-29T18:54:18Z,Air Humidity,4098,99
2023-10-29T18:54:18Z,Air Temperature,4097,13.5
2023-10-29T18:54:18Z,Barometric Pressure,4101,101020
2023-10-29T18:54:18Z,Light Intensity,4099,0
2023-10-29T18:54:18Z,Rain Gauge,4113,0
2023-10-29T18:54:18Z,UV Index,4190,0
2023-10-29T18:54:18Z,Wind Direction Sensor,4104,126
2023-10-29T18:54:18Z,Wind Speed,4105,0
2023-10-29T18:38:56Z,Air Humidity,4098,98
2023-10-29T18:38:56Z,Air Temperature,4097,13.7
2023-10-29T18:38:56Z,Barometric Pressure,4101,101020
2023-10-29T18:38:56Z,Light Intensity,4099,0
2023-10-29T18:38:56Z,Rain Gauge,4113,0
2023-10-29T18:38:56Z,UV Index,4190,0
2023-10-29T18:38:56Z,Wind Direction Sensor,4104,126
2023-10-29T18:38:56Z,Wind Speed,4105,0
2023-10-29T18:38:41Z,Air Humidity,4098,98
2023-10-29T18:38:41Z,Air Temperature,4097,13.7
2023-10-29T18:38:41Z,Barometric Pressure,4101,101020
2023-10-29T18:38:41Z,Light Intensity,4099,0
2023-10-29T18:38:41Z,Rain Gauge,4113,0
2023-10-29T18:38:41Z,UV Index,4190,0
2023-10-29T18:38:41Z,Wind Direction Sensor,4104,126
2023-10-29T18:38:41Z,Wind Speed,4105,0
2023-10-29T18:23:37Z,Air Humidity,4098,98
2023-10-29T18:23:37Z,Air Temperature,4097,13.7
2023-10-29T18:23:37Z,Barometric Pressure,4101,101010
2023-10-29T18:23:37Z,Light Intensity,4099,0
2023-10-29T18:23:37Z,Rain Gauge,4113,0
2023-10-29T18:23:37Z,UV Index,4190,0
2023-10-29T18:23:37Z,Wind Direction Sensor,4104,126
2023-10-29T18:23:37Z,Wind Speed,4105,0
2023-10-29T18:23:20Z,Air Humidity,4098,98
2023-10-29T18:23:20Z,Air Temperature,4097,13.7
2023-10-29T18:23:20Z,Barometric Pressure,4101,101010
2023-10-29T18:23:20Z,Light Intensity,4099,0
2023-10-29T18:23:20Z,Rain Gauge,4113,0
2023-10-29T18:23:20Z,UV Index,4190,0
2023-10-29T18:23:20Z,Wind Direction Sensor,4104,126
2023-10-29T18:23:20Z,Wind Speed,4105,0
2023-10-29T16:03:21Z,Air Humidity,4098,97
2023-10-29T16:03:21Z,Air Temperature,4097,14.6
2023-10-29T16:03:21Z,Barometric Pressure,4101,100950
2023-10-29T16:03:21Z,Light Intensity,4099,1059
2023-10-29T16:03:21Z,Rain Gauge,4113,0
2023-10-29T16:03:21Z,UV Index,4190,0
2023-10-29T16:03:21Z,Wind Direction Sensor,4104,126
2023-10-29T16:03:21Z,Wind Speed,4105,0
2023-10-29T16:03:06Z,Air Humidity,4098,97
2023-10-29T16:03:06Z,Air Temperature,4097,14.6
2023-10-29T16:03:06Z,Barometric Pressure,4101,100950
2023-10-29T16:03:06Z,Light Intensity,4099,1059
2023-10-29T16:03:06Z,Rain Gauge,4113,0
2023-10-29T16:03:06Z,UV Index,4190,0
2023-10-29T16:03:06Z,Wind Direction Sensor,4104,126
2023-10-29T16:03:06Z,Wind Speed,4105,0
2023-10-29T15:47:59Z,Air Humidity,4098,96
2023-10-29T15:47:59Z,Air Temperature,4097,14.9
2023-10-29T15:47:59Z,Barometric Pressure,4101,100940
2023-10-29T15:47:59Z,Light Intensity,4099,1983
2023-10-29T15:47:59Z,Rain Gauge,4113,0
2023-10-29T15:47:59Z,UV Index,4190,0
2023-10-29T15:47:59Z,Wind Direction Sensor,4104,126
2023-10-29T15:47:59Z,Wind Speed,4105,0
2023-10-29T15:32:53Z,Air Humidity,4098,95
2023-10-29T15:32:53Z,Air Temperature,4097,15
2023-10-29T15:32:53Z,Barometric Pressure,4101,100950
2023-10-29T15:32:53Z,Light Intensity,4099,3969
2023-10-29T15:32:53Z,Rain Gauge,4113,0
2023-10-29T15:32:53Z,UV Index,4190,0
2023-10-29T15:32:53Z,Wind Direction Sensor,4104,125
2023-10-29T15:32:53Z,Wind Speed,4105,0
2023-10-29T15:17:47Z,Air Humidity,4098,95
2023-10-29T15:17:47Z,Air Temperature,4097,15.1
2023-10-29T15:17:47Z,Barometric Pressure,4101,100940
2023-10-29T15:17:47Z,Light Intensity,4099,2914
2023-10-29T15:17:47Z,Rain Gauge,4113,0
2023-10-29T15:17:47Z,UV Index,4190,0
2023-10-29T15:17:47Z,Wind Direction Sensor,4104,125
2023-10-29T15:17:47Z,Wind Speed,4105,0
2023-10-29T15:02:41Z,Air Humidity,4098,96
2023-10-29T15:02:41Z,Air Temperature,4097,15.2
2023-10-29T15:02:41Z,Barometric Pressure,4101,100960
2023-10-29T15:02:41Z,Light Intensity,4099,5241
2023-10-29T15:02:41Z,Rain Gauge,4113,0
2023-10-29T15:02:41Z,UV Index,4190,0
2023-10-29T15:02:41Z,Wind Direction Sensor,4104,125
2023-10-29T15:02:41Z,Wind Speed,4105,0
2023-10-29T14:47:34Z,Air Humidity,4098,95
2023-10-29T14:47:34Z,Air Temperature,4097,15.2
2023-10-29T14:47:34Z,Barometric Pressure,4101,100950
2023-10-29T14:47:34Z,Light Intensity,4099,8827
2023-10-29T14:47:34Z,Rain Gauge,4113,0
2023-10-29T14:47:34Z,UV Index,4190,0
2023-10-29T14:47:34Z,Wind Direction Sensor,4104,125
2023-10-29T14:47:34Z,Wind Speed,4105,0
2023-10-29T14:32:28Z,Air Humidity,4098,94
2023-10-29T14:32:28Z,Air Temperature,4097,15.3
2023-10-29T14:32:28Z,Barometric Pressure,4101,100960
2023-10-29T14:32:28Z,Light Intensity,4099,6227
2023-10-29T14:32:28Z,Rain Gauge,4113,0
2023-10-29T14:32:28Z,UV Index,4190,0
2023-10-29T14:32:28Z,Wind Direction Sensor,4104,125
2023-10-29T14:32:28Z,Wind Speed,4105,0
2023-10-29T14:17:22Z,Air Humidity,4098,94
2023-10-29T14:17:22Z,Air Temperature,4097,15.2
2023-10-29T14:17:22Z,Barometric Pressure,4101,100950
2023-10-29T14:17:22Z,Light Intensity,4099,7004
2023-10-29T14:17:22Z,Rain Gauge,4113,0
2023-10-29T14:17:22Z,UV Index,4190,0
2023-10-29T14:17:22Z,Wind Direction Sensor,4104,125
2023-10-29T14:17:22Z,Wind Speed,4105,0
2023-10-29T14:02:15Z,Air Humidity,4098,94
2023-10-29T14:02:15Z,Air Temperature,4097,15.4
2023-10-29T14:02:15Z,Barometric Pressure,4101,100960
2023-10-29T14:02:15Z,Light Intensity,4099,8036
2023-10-29T14:02:15Z,Rain Gauge,4113,0
2023-10-29T14:02:15Z,UV Index,4190,0
2023-10-29T14:02:15Z,Wind Direction Sensor,4104,125
2023-10-29T14:02:15Z,Wind Speed,4105,0
2023-10-29T13:47:09Z,Air Humidity,4098,93
2023-10-29T13:47:09Z,Air Temperature,4097,15.3
2023-10-29T13:47:09Z,Barometric Pressure,4101,100970
2023-10-29T13:47:09Z,Light Intensity,4099,9059
2023-10-29T13:47:09Z,Rain Gauge,4113,0
2023-10-29T13:47:09Z,UV Index,4190,0
2023-10-29T13:47:09Z,Wind Direction Sensor,4104,125
2023-10-29T13:47:09Z,Wind Speed,4105,0
2023-10-29T13:32:03Z,Air Humidity,4098,92
2023-10-29T13:32:03Z,Air Temperature,4097,15.5
2023-10-29T13:32:03Z,Barometric Pressure,4101,100980
2023-10-29T13:32:03Z,Light Intensity,4099,8784
2023-10-29T13:32:03Z,Rain Gauge,4113,0
2023-10-29T13:32:03Z,UV Index,4190,0.6
2023-10-29T13:32:03Z,Wind Direction Sensor,4104,125
2023-10-29T13:32:03Z,Wind Speed,4105,0
2023-10-29T13:16:56Z,Air Humidity,4098,92
2023-10-29T13:16:56Z,Air Temperature,4097,15.5
2023-10-29T13:16:56Z,Barometric Pressure,4101,100990
2023-10-29T13:16:56Z,Light Intensity,4099,21212
2023-10-29T13:16:56Z,Rain Gauge,4113,0
2023-10-29T13:16:56Z,UV Index,4190,1.2
2023-10-29T13:16:56Z,Wind Direction Sensor,4104,126
2023-10-29T13:16:56Z,Wind Speed,4105,0
2023-10-29T13:01:50Z,Air Humidity,4098,94
2023-10-29T13:01:50Z,Air Temperature,4097,15.3
2023-10-29T13:01:50Z,Barometric Pressure,4101,101000
2023-10-29T13:01:50Z,Light Intensity,4099,10004
2023-10-29T13:01:50Z,Rain Gauge,4113,0
2023-10-29T13:01:50Z,UV Index,4190,0.6
2023-10-29T13:01:50Z,Wind Direction Sensor,4104,126
2023-10-29T13:01:50Z,Wind Speed,4105,0
2023-10-29T12:46:44Z,Air Humidity,4098,93
2023-10-29T12:46:44Z,Air Temperature,4097,15.2
2023-10-29T12:46:44Z,Barometric Pressure,4101,101020
2023-10-29T12:46:44Z,Light Intensity,4099,10127
2023-10-29T12:46:44Z,Rain Gauge,4113,0
2023-10-29T12:46:44Z,UV Index,4190,0.5
2023-10-29T12:46:44Z,Wind Direction Sensor,4104,125
2023-10-29T12:46:44Z,Wind Speed,4105,0
2023-10-29T12:31:38Z,Air Humidity,4098,92
2023-10-29T12:31:38Z,Air Temperature,4097,15.2
2023-10-29T12:31:38Z,Barometric Pressure,4101,101010
2023-10-29T12:31:38Z,Light Intensity,4099,9852
2023-10-29T12:31:38Z,Rain Gauge,4113,0
2023-10-29T12:31:38Z,UV Index,4190,0.5
2023-10-29T12:31:38Z,Wind Direction Sensor,4104,126
2023-10-29T12:31:38Z,Wind Speed,4105,0
2023-10-29T12:16:32Z,Air Humidity,4098,93
2023-10-29T12:16:32Z,Air Temperature,4097,15.1
2023-10-29T12:16:32Z,Barometric Pressure,4101,100990
2023-10-29T12:16:32Z,Light Intensity,4099,23515
2023-10-29T12:16:32Z,Rain Gauge,4113,0
2023-10-29T12:16:32Z,UV Index,4190,1.4
2023-10-29T12:16:32Z,Wind Direction Sensor,4104,126
2023-10-29T12:16:32Z,Wind Speed,4105,0
2023-10-29T12:01:25Z,Air Humidity,4098,94
2023-10-29T12:01:25Z,Air Temperature,4097,14.7
2023-10-29T12:01:25Z,Barometric Pressure,4101,101020
2023-10-29T12:01:25Z,Light Intensity,4099,12676
2023-10-29T12:01:25Z,Rain Gauge,4113,0
2023-10-29T12:01:25Z,UV Index,4190,0.7
2023-10-29T12:01:25Z,Wind Direction Sensor,4104,126
2023-10-29T12:01:25Z,Wind Speed,4105,0
2023-10-29T11:46:18Z,Air Humidity,4098,93
2023-10-29T11:46:18Z,Air Temperature,4097,14.6
2023-10-29T11:46:18Z,Barometric Pressure,4101,101030
2023-10-29T11:46:18Z,Light Intensity,4099,10500
2023-10-29T11:46:18Z,Rain Gauge,4113,0
2023-10-29T11:46:18Z,UV Index,4190,0.5
2023-10-29T11:46:18Z,Wind Direction Sensor,4104,126
2023-10-29T11:46:18Z,Wind Speed,4105,0
2023-10-29T11:31:12Z,Air Humidity,4098,92
2023-10-29T11:31:12Z,Air Temperature,4097,14.8
2023-10-29T11:31:12Z,Barometric Pressure,4101,101030
2023-10-29T11:31:12Z,Light Intensity,4099,11169
2023-10-29T11:31:12Z,Rain Gauge,4113,0
2023-10-29T11:31:12Z,UV Index,4190,0.5
2023-10-29T11:31:12Z,Wind Direction Sensor,4104,126
2023-10-29T11:31:12Z,Wind Speed,4105,0
2023-10-29T11:16:06Z,Air Humidity,4098,93
2023-10-29T11:16:06Z,Air Temperature,4097,14.5
2023-10-29T11:16:06Z,Barometric Pressure,4101,101040
2023-10-29T11:16:06Z,Light Intensity,4099,16515
2023-10-29T11:16:06Z,Rain Gauge,4113,0
2023-10-29T11:16:06Z,UV Index,4190,0.7
2023-10-29T11:16:06Z,Wind Direction Sensor,4104,126
2023-10-29T11:16:06Z,Wind Speed,4105,0
2023-10-29T11:01:00Z,Air Humidity,4098,92
2023-10-29T11:01:00Z,Air Temperature,4097,14.4
2023-10-29T11:01:00Z,Barometric Pressure,4101,101050
2023-10-29T11:01:00Z,Light Intensity,4099,7403
2023-10-29T11:01:00Z,Rain Gauge,4113,0
2023-10-29T11:01:00Z,UV Index,4190,0
2023-10-29T11:01:00Z,Wind Direction Sensor,4104,126
2023-10-29T11:01:00Z,Wind Speed,4105,0
2023-10-29T10:45:53Z,Air Humidity,4098,94
2023-10-29T10:45:53Z,Air Temperature,4097,14.3
2023-10-29T10:45:53Z,Barometric Pressure,4101,101040
2023-10-29T10:45:53Z,Light Intensity,4099,11263
2023-10-29T10:45:53Z,Rain Gauge,4113,0
2023-10-29T10:45:53Z,UV Index,4190,0.5
2023-10-29T10:45:53Z,Wind Direction Sensor,4104,126
2023-10-29T10:45:53Z,Wind Speed,4105,0
2023-10-29T10:30:47Z,Air Humidity,4098,93
2023-10-29T10:30:47Z,Air Temperature,4097,14.2
2023-10-29T10:30:47Z,Barometric Pressure,4101,101030
2023-10-29T10:30:47Z,Light Intensity,4099,10524
2023-10-29T10:30:47Z,Rain Gauge,4113,0
2023-10-29T10:30:47Z,UV Index,4190,0.5
2023-10-29T10:30:47Z,Wind Direction Sensor,4104,126
2023-10-29T10:30:47Z,Wind Speed,4105,0
2023-10-29T10:15:40Z,Air Humidity,4098,94
2023-10-29T10:15:40Z,Air Temperature,4097,14.1
2023-10-29T10:15:40Z,Barometric Pressure,4101,101040
2023-10-29T10:15:40Z,Light Intensity,4099,18345
2023-10-29T10:15:40Z,Rain Gauge,4113,1.524
2023-10-29T10:15:40Z,UV Index,4190,0.8
2023-10-29T10:15:40Z,Wind Direction Sensor,4104,126
2023-10-29T10:15:40Z,Wind Speed,4105,0
2023-10-29T10:00:34Z,Air Humidity,4098,94
2023-10-29T10:00:34Z,Air Temperature,4097,14.2
2023-10-29T10:00:34Z,Barometric Pressure,4101,101040
2023-10-29T10:00:34Z,Light Intensity,4099,9497
2023-10-29T10:00:34Z,Rain Gauge,4113,1.524
2023-10-29T10:00:34Z,UV Index,4190,0
2023-10-29T10:00:34Z,Wind Direction Sensor,4104,126
2023-10-29T10:00:34Z,Wind Speed,4105,0
2023-10-29T09:45:28Z,Air Humidity,4098,92
2023-10-29T09:45:28Z,Air Temperature,4097,14.3
2023-10-29T09:45:28Z,Barometric Pressure,4101,101060
2023-10-29T09:45:28Z,Light Intensity,4099,13797
2023-10-29T09:45:28Z,Rain Gauge,4113,0
2023-10-29T09:45:28Z,UV Index,4190,0.5
2023-10-29T09:45:28Z,Wind Direction Sensor,4104,126
2023-10-29T09:45:28Z,Wind Speed,4105,0
2023-10-29T09:30:21Z,Air Humidity,4098,94
2023-10-29T09:30:21Z,Air Temperature,4097,13.9
2023-10-29T09:30:21Z,Barometric Pressure,4101,101030
2023-10-29T09:30:21Z,Light Intensity,4099,17665
2023-10-29T09:30:21Z,Rain Gauge,4113,1.524
2023-10-29T09:30:21Z,UV Index,4190,0.6
2023-10-29T09:30:21Z,Wind Direction Sensor,4104,126
2023-10-29T09:30:21Z,Wind Speed,4105,0
2023-10-29T09:15:15Z,Air Humidity,4098,94
2023-10-29T09:15:15Z,Air Temperature,4097,13.6
2023-10-29T09:15:15Z,Barometric Pressure,4101,101050
2023-10-29T09:15:15Z,Light Intensity,4099,10333
2023-10-29T09:15:15Z,Rain Gauge,4113,1.524
2023-10-29T09:15:15Z,UV Index,4190,0
2023-10-29T09:15:15Z,Wind Direction Sensor,4104,126
2023-10-29T09:15:15Z,Wind Speed,4105,0
2023-10-29T09:00:09Z,Air Humidity,4098,93
2023-10-29T09:00:09Z,Air Temperature,4097,13.5
2023-10-29T09:00:09Z,Barometric Pressure,4101,101010
2023-10-29T09:00:09Z,Light Intensity,4099,6967
2023-10-29T09:00:09Z,Rain Gauge,4113,1.524
2023-10-29T09:00:09Z,UV Index,4190,0
2023-10-29T09:00:09Z,Wind Direction Sensor,4104,126
2023-10-29T09:00:09Z,Wind Speed,4105,0
2023-10-29T08:45:03Z,Air Humidity,4098,91
2023-10-29T08:45:03Z,Air Temperature,4097,13.6
2023-10-29T08:45:03Z,Barometric Pressure,4101,100970
2023-10-29T08:45:03Z,Light Intensity,4099,5461
2023-10-29T08:45:03Z,Rain Gauge,4113,0
2023-10-29T08:45:03Z,UV Index,4190,0
2023-10-29T08:45:03Z,Wind Direction Sensor,4104,126
2023-10-29T08:45:03Z,Wind Speed,4105,0
2023-10-29T08:29:56Z,Air Humidity,4098,91
2023-10-29T08:29:56Z,Air Temperature,4097,13.6
2023-10-29T08:29:56Z,Barometric Pressure,4101,100950
2023-10-29T08:29:56Z,Light Intensity,4099,6502
2023-10-29T08:29:56Z,Rain Gauge,4113,0
2023-10-29T08:29:56Z,UV Index,4190,0
2023-10-29T08:29:56Z,Wind Direction Sensor,4104,126
2023-10-29T08:29:56Z,Wind Speed,4105,0
2023-10-29T08:14:50Z,Air Humidity,4098,91
2023-10-29T08:14:50Z,Air Temperature,4097,13.7
2023-10-29T08:14:50Z,Barometric Pressure,4101,100980
2023-10-29T08:14:50Z,Light Intensity,4099,5116
2023-10-29T08:14:50Z,Rain Gauge,4113,0
2023-10-29T08:14:50Z,UV Index,4190,0
2023-10-29T08:14:50Z,Wind Direction Sensor,4104,126
2023-10-29T08:14:50Z,Wind Speed,4105,0
2023-10-29T07:59:43Z,Air Humidity,4098,90
2023-10-29T07:59:43Z,Air Temperature,4097,13.6
2023-10-29T07:59:43Z,Barometric Pressure,4101,100940
2023-10-29T07:59:43Z,Light Intensity,4099,6346
2023-10-29T07:59:43Z,Rain Gauge,4113,0
2023-10-29T07:59:43Z,UV Index,4190,0
2023-10-29T07:59:43Z,Wind Direction Sensor,4104,126
2023-10-29T07:59:43Z,Wind Speed,4105,0
2023-10-29T07:44:37Z,Air Humidity,4098,90
2023-10-29T07:44:37Z,Air Temperature,4097,13.3
2023-10-29T07:44:37Z,Barometric Pressure,4101,100930
2023-10-29T07:44:37Z,Light Intensity,4099,7692
2023-10-29T07:44:37Z,Rain Gauge,4113,0
2023-10-29T07:44:37Z,UV Index,4190,0
